"Time (s)  קפיץ 1 עגלה עם משקולת","Position (m)  קפיץ 1 עגלה עם משקולת","Velocity (m/s)  קפיץ 1 עגלה עם משקולת","Acceleration (m/s²)  קפיץ 1 עגלה עם משקולת","Force (N)  קפיץ 1 עגלה עם משקולת","Time (s) קפיץ 1 ללא משקולת","Position (m) קפיץ 1 ללא משקולת","Velocity (m/s) קפיץ 1 ללא משקולת","Acceleration (m/s²) קפיץ 1 ללא משקולת","Force (N) קפיץ 1 ללא משקולת","Time (s) קפיץ 2 עגלה ללא משקולת","Position (m) קפיץ 2 עגלה ללא משקולת","Velocity (m/s) קפיץ 2 עגלה ללא משקולת","Acceleration (m/s²) קפיץ 2 עגלה ללא משקולת","Force (N) קפיץ 2 עגלה ללא משקולת","Time (s) פלסטלינה ללא משקולת","Position (m) פלסטלינה ללא משקולת","Velocity (m/s) פלסטלינה ללא משקולת","Acceleration (m/s²) פלסטלינה ללא משקולת","Force (N) פלסטלינה ללא משקולת"
6.372,,,,0.0,6.372,,,,0.0,6.372,,,,0.0,6.372,,,,0.0
6.374,,,,0.0,6.374,,,,0.0,6.374,,,,0.0,6.374,,,,0.0
6.376,,,,0.0,6.376,,,,0.0,6.376,,,,0.0,6.376,,,,0.0
6.378,,,,0.0,6.378,,,,0.1,6.378,,,,0.0,6.378,,,,0.0
6.380,0.41,0.12,0.05,0.0,6.380,0.46,-0.11,0.14,0.0,6.380,0.44,0.11,0.13,0.0,6.380,0.43,0.11,-4.16E-15,0.0
6.382,,,,0.0,6.382,,,,0.0,6.382,,,,0.0,6.382,,,,0.0
6.384,,,,0.0,6.384,,,,0.0,6.384,,,,0.0,6.384,,,,0.0
6.386,,,,0.0,6.386,,,,0.0,6.386,,,,0.0,6.386,,,,0.0
6.388,,,,0.0,6.388,,,,0.1,6.388,,,,0.0,6.388,,,,0.0
6.390,0.41,0.12,0.05,0.0,6.390,0.46,-0.11,0.16,0.0,6.390,0.44,0.12,0.21,0.0,6.390,0.43,0.11,6.94E-15,0.0
6.392,,,,0.0,6.392,,,,0.0,6.392,,,,0.0,6.392,,,,0.0
6.394,,,,0.0,6.394,,,,0.0,6.394,,,,0.0,6.394,,,,0.0
6.396,,,,0.0,6.396,,,,0.0,6.396,,,,0.0,6.396,,,,0.0
6.398,,,,0.0,6.398,,,,0.0,6.398,,,,0.0,6.398,,,,0.0
6.400,0.41,0.12,0.07,0.0,6.400,0.46,-0.11,0.10,0.0,6.400,0.44,0.12,0.14,0.0,6.400,0.44,0.11,1.01E-13,0.0
6.402,,,,0.0,6.402,,,,0.0,6.402,,,,0.0,6.402,,,,0.0
6.404,,,,0.0,6.404,,,,0.0,6.404,,,,0.0,6.404,,,,0.0
6.406,,,,0.0,6.406,,,,0.0,6.406,,,,0.0,6.406,,,,0.0
6.408,,,,0.0,6.408,,,,0.1,6.408,,,,0.0,6.408,,,,0.0
6.410,0.41,0.12,-0.04,0.0,6.410,0.46,-0.11,0.10,0.0,6.410,0.44,0.12,-0.07,0.0,6.410,0.44,0.11,5.13E-14,0.0
6.412,,,,0.0,6.412,,,,0.0,6.412,,,,0.0,6.412,,,,0.0
6.414,,,,0.0,6.414,,,,0.0,6.414,,,,0.0,6.414,,,,0.0
6.416,,,,0.0,6.416,,,,0.0,6.416,,,,0.0,6.416,,,,0.0
6.418,,,,0.0,6.418,,,,0.0,6.418,,,,0.0,6.418,,,,0.0
6.420,0.42,0.12,-0.11,0.0,6.420,0.46,-0.10,0.11,0.0,6.420,0.45,0.12,-0.21,0.0,6.420,0.44,0.11,-4.86E-15,0.0
6.422,,,,0.0,6.422,,,,0.0,6.422,,,,0.0,6.422,,,,0.0
6.424,,,,0.0,6.424,,,,0.0,6.424,,,,0.0,6.424,,,,0.0
6.426,,,,0.0,6.426,,,,0.0,6.426,,,,0.0,6.426,,,,0.0
6.428,,,,0.0,6.428,,,,0.0,6.428,,,,0.0,6.428,,,,0.0
6.430,0.42,0.12,-0.08,0.0,6.430,0.46,-0.10,0.06,0.0,6.430,0.45,0.11,-0.14,0.0,6.430,0.44,0.11,-8.33E-15,0.0
6.432,,,,0.0,6.432,,,,0.0,6.432,,,,0.0,6.432,,,,0.0
6.434,,,,0.0,6.434,,,,0.0,6.434,,,,0.0,6.434,,,,0.0
6.436,,,,0.0,6.436,,,,0.0,6.436,,,,0.0,6.436,,,,0.0
6.438,,,,0.0,6.438,,,,0.0,6.438,,,,0.0,6.438,,,,0.0
6.440,0.42,0.12,0.07,0.0,6.440,0.46,-0.10,0.01,0.0,6.440,0.45,0.11,0.07,0.0,6.440,0.44,0.11,3.89E-14,0.0
6.442,,,,0.0,6.442,,,,0.0,6.442,,,,0.0,6.442,,,,0.0
6.444,,,,0.0,6.444,,,,0.0,6.444,,,,0.0,6.444,,,,0.0
6.446,,,,0.0,6.446,,,,0.0,6.446,,,,0.0,6.446,,,,0.0
6.448,,,,0.0,6.448,,,,0.0,6.448,,,,0.0,6.448,,,,0.0
6.450,0.42,0.12,0.21,0.0,6.450,0.46,-0.10,-0.02,0.0,6.450,0.45,0.12,0.22,0.0,6.450,0.44,0.11,8.88E-14,0.0
6.452,,,,0.0,6.452,,,,0.0,6.452,,,,0.0,6.452,,,,0.0
6.454,,,,0.0,6.454,,,,0.0,6.454,,,,0.0,6.454,,,,0.0
6.456,,,,0.0,6.456,,,,0.0,6.456,,,,0.0,6.456,,,,0.0
6.458,,,,0.0,6.458,,,,0.0,6.458,,,,0.0,6.458,,,,0.0
6.460,0.42,0.12,0.13,0.0,6.460,0.45,-0.10,-0.14,0.0,6.460,0.45,0.12,0.14,0.0,6.460,0.44,0.11,7.63E-15,0.0
6.462,,,,0.0,6.462,,,,0.1,6.462,,,,0.0,6.462,,,,0.0
6.464,,,,0.0,6.464,,,,0.0,6.464,,,,0.0,6.464,,,,0.0
6.466,,,,0.0,6.466,,,,0.0,6.466,,,,0.0,6.466,,,,0.0
6.468,,,,0.0,6.468,,,,0.0,6.468,,,,0.0,6.468,,,,0.0
6.470,0.42,0.12,-0.04,0.0,6.470,0.45,-0.11,-0.19,0.0,6.470,0.45,0.12,-0.07,0.0,6.470,0.44,0.11,-1.24E-13,0.0
6.472,,,,0.0,6.472,,,,0.0,6.472,,,,0.0,6.472,,,,0.0
6.474,,,,0.0,6.474,,,,0.0,6.474,,,,0.0,6.474,,,,0.0
6.476,,,,0.0,6.476,,,,0.0,6.476,,,,0.0,6.476,,,,0.0
6.478,,,,0.0,6.478,,,,0.0,6.478,,,,0.0,6.478,,,,0.0
6.480,0.42,0.12,-0.11,0.0,6.480,0.45,-0.11,-0.01,0.0,6.480,0.45,0.12,-0.22,0.0,6.480,0.44,0.11,-0.01,0.0
6.482,,,,0.0,6.482,,,,0.0,6.482,,,,0.0,6.482,,,,0.0
6.484,,,,0.0,6.484,,,,0.0,6.484,,,,0.0,6.484,,,,0.0
6.486,,,,0.0,6.486,,,,0.0,6.486,,,,0.0,6.486,,,,0.0
6.488,,,,0.0,6.488,,,,0.0,6.488,,,,0.0,6.488,,,,0.0
6.490,0.42,0.12,-0.07,0.0,6.490,0.45,-0.11,0.27,0.0,6.490,0.45,0.11,-0.14,0.0,6.490,0.45,0.11,0.02,0.0
6.492,,,,0.0,6.492,,,,0.0,6.492,,,,0.0,6.492,,,,0.0
6.494,,,,0.0,6.494,,,,0.0,6.494,,,,0.0,6.494,,,,0.0
6.496,,,,0.0,6.496,,,,0.0,6.496,,,,0.0,6.496,,,,0.0
6.498,,,,0.0,6.498,,,,0.0,6.498,,,,0.0,6.498,,,,0.0
6.500,0.43,0.12,0.04,0.0,6.500,0.45,-0.10,0.37,0.0,6.500,0.45,0.11,0.08,0.0,6.500,0.45,0.11,0.14,0.0
6.502,,,,0.0,6.502,,,,0.0,6.502,,,,0.0,6.502,,,,0.0
6.504,,,,0.0,6.504,,,,0.0,6.504,,,,0.0,6.504,,,,0.0
6.506,,,,0.0,6.506,,,,0.0,6.506,,,,0.0,6.506,,,,0.0
6.508,,,,0.0,6.508,,,,0.0,6.508,,,,0.0,6.508,,,,0.0
6.510,0.43,0.12,0.11,0.0,6.510,0.45,-0.10,0.24,0.0,6.510,0.46,0.12,0.18,0.0,6.510,0.45,0.12,0.18,0.0
6.512,,,,0.0,6.512,,,,0.0,6.512,,,,0.0,6.512,,,,0.0
6.514,,,,0.0,6.514,,,,0.1,6.514,,,,0.0,6.514,,,,0.0
6.516,,,,0.0,6.516,,,,0.0,6.516,,,,0.0,6.516,,,,0.0
6.518,,,,0.0,6.518,,,,0.0,6.518,,,,0.0,6.518,,,,0.0
6.520,0.43,0.12,0.06,0.0,6.520,0.45,-0.10,0.04,0.0,6.520,0.46,0.12,0.04,0.0,6.520,0.45,0.12,0.04,0.0
6.522,,,,0.0,6.522,,,,0.0,6.522,,,,0.0,6.522,,,,0.0
6.524,,,,0.0,6.524,,,,0.0,6.524,,,,0.0,6.524,,,,0.0
6.526,,,,0.0,6.526,,,,0.0,6.526,,,,0.0,6.526,,,,0.0
6.528,,,,0.0,6.528,,,,0.0,6.528,,,,0.0,6.528,,,,0.0
6.530,0.43,0.12,-0.01,0.0,6.530,0.45,-0.10,-0.14,0.0,6.530,0.46,0.12,-0.16,0.0,6.530,0.45,0.12,-0.14,0.0
6.532,,,,0.0,6.532,,,,0.0,6.532,,,,0.0,6.532,,,,0.0
6.534,,,,0.0,6.534,,,,0.0,6.534,,,,0.0,6.534,,,,0.0
6.536,,,,0.0,6.536,,,,0.0,6.536,,,,0.0,6.536,,,,0.0
6.538,,,,0.0,6.538,,,,0.0,6.538,,,,0.0,6.538,,,,0.0
6.540,0.43,0.12,0.02,0.0,6.540,0.45,-0.10,-0.18,0.0,6.540,0.46,0.11,-0.14,0.0,6.540,0.45,0.11,-0.17,0.0
6.542,,,,0.0,6.542,,,,0.0,6.542,,,,0.0,6.542,,,,0.0
6.544,,,,0.0,6.544,,,,0.0,6.544,,,,0.0,6.544,,,,0.0
6.546,,,,0.0,6.546,,,,0.0,6.546,,,,0.0,6.546,,,,0.0
6.548,,,,0.0,6.548,,,,0.0,6.548,,,,0.0,6.548,,,,0.0
6.550,0.43,0.12,0.16,0.0,6.550,0.45,-0.10,-0.02,0.0,6.550,0.46,0.11,0.08,0.0,6.550,0.45,0.11,-0.06,0.0
6.552,,,,0.0,6.552,,,,0.0,6.552,,,,0.0,6.552,,,,0.0
6.554,,,,0.0,6.554,,,,0.0,6.554,,,,0.0,6.554,,,,0.0
6.556,,,,0.0,6.556,,,,0.0,6.556,,,,0.0,6.556,,,,0.0
6.558,,,,0.0,6.558,,,,0.0,6.558,,,,0.0,6.558,,,,0.0
6.560,0.43,0.13,0.13,0.0,6.560,0.44,-0.10,0.12,0.0,6.560,0.46,0.12,0.18,0.0,6.560,0.45,0.11,3.75E-14,0.0
6.562,,,,0.0,6.562,,,,0.0,6.562,,,,0.0,6.562,,,,0.0
6.564,,,,0.0,6.564,,,,0.0,6.564,,,,0.0,6.564,,,,0.0
6.566,,,,0.0,6.566,,,,0.0,6.566,,,,0.0,6.566,,,,0.0
6.568,,,,0.0,6.568,,,,0.1,6.568,,,,0.0,6.568,,,,0.0
6.570,0.43,0.13,-0.05,0.0,6.570,0.44,-0.10,0.02,0.0,6.570,0.46,0.12,0.04,0.0,6.570,0.46,0.11,3.40E-14,0.0
6.572,,,,0.0,6.572,,,,0.0,6.572,,,,0.0,6.572,,,,0.0
6.574,,,,0.0,6.574,,,,0.0,6.574,,,,0.0,6.574,,,,0.0
6.576,,,,0.0,6.576,,,,0.0,6.576,,,,0.0,6.576,,,,0.0
6.578,,,,0.0,6.578,,,,0.0,6.578,,,,0.0,6.578,,,,0.0
6.580,0.44,0.12,-0.06,0.0,6.580,0.44,-0.10,-0.13,0.0,6.580,0.46,0.12,-0.16,0.0,6.580,0.46,0.11,3.89E-14,0.0
6.582,,,,0.0,6.582,,,,0.0,6.582,,,,0.0,6.582,,,,0.0
6.584,,,,0.0,6.584,,,,0.0,6.584,,,,0.0,6.584,,,,0.0
6.586,,,,0.0,6.586,,,,0.0,6.586,,,,0.0,6.586,,,,0.0
6.588,,,,0.0,6.588,,,,0.0,6.588,,,,0.0,6.588,,,,0.0
6.590,0.44,0.12,1.13E-4,0.0,6.590,0.44,-0.10,2.21E-4,0.0,6.590,0.47,0.11,-0.13,0.0,6.590,0.46,0.11,-9.16E-14,0.0
6.592,,,,0.0,6.592,,,,0.0,6.592,,,,0.0,6.592,,,,0.0
6.594,,,,0.0,6.594,,,,0.0,6.594,,,,0.0,6.594,,,,0.0
6.596,,,,0.0,6.596,,,,0.0,6.596,,,,0.0,6.596,,,,0.0
6.598,,,,0.0,6.598,,,,0.0,6.598,,,,0.0,6.598,,,,0.0
6.600,0.44,0.13,-9.20E-5,0.0,6.600,0.44,-0.10,0.24,0.0,6.600,0.47,0.11,0.05,0.0,6.600,0.46,0.11,-2.26E-13,0.0
6.602,,,,0.0,6.602,,,,0.0,6.602,,,,0.0,6.602,,,,0.0
6.604,,,,0.0,6.604,,,,0.0,6.604,,,,0.0,6.604,,,,0.0
6.606,,,,0.0,6.606,,,,0.0,6.606,,,,0.0,6.606,,,,0.0
6.608,,,,0.0,6.608,,,,0.0,6.608,,,,0.0,6.608,,,,0.0
6.610,0.44,0.12,-0.01,0.0,6.610,0.44,-0.09,0.27,0.0,6.610,0.47,0.12,0.07,0.0,6.610,0.46,0.11,-5.07E-14,0.0
6.612,,,,0.0,6.612,,,,0.0,6.612,,,,0.0,6.612,,,,0.0
6.614,,,,0.0,6.614,,,,0.0,6.614,,,,0.0,6.614,,,,0.0
6.616,,,,0.0,6.616,,,,0.0,6.616,,,,0.0,6.616,,,,0.0
6.618,,,,0.0,6.618,,,,0.0,6.618,,,,0.0,6.618,,,,0.0
6.620,0.44,0.12,0.04,0.0,6.620,0.44,-0.09,0.13,0.1,6.620,0.47,0.12,-0.05,0.0,6.620,0.46,0.11,2.23E-13,0.0
6.622,,,,0.0,6.622,,,,0.0,6.622,,,,0.0,6.622,,,,0.0
6.624,,,,0.0,6.624,,,,0.0,6.624,,,,0.0,6.624,,,,0.0
6.626,,,,0.0,6.626,,,,0.0,6.626,,,,0.0,6.626,,,,0.0
6.628,,,,0.0,6.628,,,,0.0,6.628,,,,0.0,6.628,,,,0.0
6.630,0.44,0.13,0.12,0.0,6.630,0.44,-0.09,-0.04,0.0,6.630,0.47,0.11,-0.08,0.0,6.630,0.46,0.11,3.62E-13,0.0
6.632,,,,0.0,6.632,,,,0.0,6.632,,,,0.0,6.632,,,,0.0
6.634,,,,0.0,6.634,,,,0.0,6.634,,,,0.0,6.634,,,,0.0
6.636,,,,0.0,6.636,,,,0.0,6.636,,,,0.0,6.636,,,,0.0
6.638,,,,0.0,6.638,,,,0.0,6.638,,,,0.0,6.638,,,,0.0
6.640,0.44,0.13,0.02,0.0,6.640,0.44,-0.09,-0.10,0.0,6.640,0.47,0.11,0.08,0.0,6.640,0.46,0.11,1.39E-13,0.0
6.642,,,,0.0,6.642,,,,0.0,6.642,,,,0.0,6.642,,,,0.0
6.644,,,,0.0,6.644,,,,0.0,6.644,,,,0.0,6.644,,,,0.0
6.646,,,,0.0,6.646,,,,0.0,6.646,,,,0.0,6.646,,,,0.0
6.648,,,,0.0,6.648,,,,0.0,6.648,,,,0.0,6.648,,,,0.0
6.650,0.44,0.13,-0.11,0.0,6.650,0.44,-0.10,-0.12,0.0,6.650,0.47,0.12,0.18,0.0,6.650,0.46,0.11,-8.47E-14,0.0
6.652,,,,0.0,6.652,,,,0.0,6.652,,,,0.0,6.652,,,,0.0
6.654,,,,0.0,6.654,,,,0.0,6.654,,,,0.0,6.654,,,,0.0
6.656,,,,0.0,6.656,,,,0.0,6.656,,,,0.0,6.656,,,,0.0
6.658,,,,0.0,6.658,,,,0.0,6.658,,,,0.0,6.658,,,,0.0
6.660,0.45,0.12,-0.07,0.0,6.660,0.43,-0.10,-0.02,0.0,6.660,0.47,0.12,0.04,0.0,6.660,0.47,0.11,-8.40E-14,0.0
6.662,,,,0.0,6.662,,,,0.0,6.662,,,,0.0,6.662,,,,0.0
6.664,,,,0.0,6.664,,,,0.0,6.664,,,,0.0,6.664,,,,0.0
6.666,,,,0.0,6.666,,,,0.0,6.666,,,,0.0,6.666,,,,0.0
6.668,,,,0.0,6.668,,,,0.0,6.668,,,,0.0,6.668,,,,0.0
6.670,0.45,0.12,0.04,0.0,6.670,0.43,-0.10,0.10,0.0,6.670,0.47,0.12,-0.16,0.0,6.670,0.47,0.11,-4.16E-14,0.0
6.672,,,,0.0,6.672,,,,0.0,6.672,,,,0.0,6.672,,,,0.0
6.674,,,,0.0,6.674,,,,0.0,6.674,,,,0.0,6.674,,,,0.0
6.676,,,,0.0,6.676,,,,0.0,6.676,,,,0.0,6.676,,,,0.0
6.678,,,,0.0,6.678,,,,0.0,6.678,,,,0.0,6.678,,,,0.0
6.680,0.45,0.13,0.12,0.0,6.680,0.43,-0.09,0.10,0.0,6.680,0.48,0.11,-0.14,0.0,6.680,0.47,0.11,-0.01,0.0
6.682,,,,0.0,6.682,,,,0.0,6.682,,,,0.0,6.682,,,,0.0
6.684,,,,0.0,6.684,,,,0.0,6.684,,,,0.0,6.684,,,,0.0
6.686,,,,0.0,6.686,,,,0.0,6.686,,,,0.0,6.686,,,,0.0
6.688,,,,0.0,6.688,,,,0.0,6.688,,,,0.0,6.688,,,,0.0
6.690,0.45,0.13,0.02,0.0,6.690,0.43,-0.09,0.10,0.0,6.690,0.48,0.11,0.08,0.0,6.690,0.47,0.11,0.04,0.0
6.692,,,,0.0,6.692,,,,0.0,6.692,,,,0.0,6.692,,,,0.0
6.694,,,,0.0,6.694,,,,0.0,6.694,,,,0.0,6.694,,,,0.0
6.696,,,,0.0,6.696,,,,0.0,6.696,,,,0.0,6.696,,,,0.0
6.698,,,,0.0,6.698,,,,0.0,6.698,,,,0.0,6.698,,,,0.0
6.700,0.45,0.13,-0.11,0.0,6.700,0.43,-0.10,0.10,0.0,6.700,0.48,0.12,0.18,0.0,6.700,0.47,0.11,0.11,0.0
6.702,,,,0.0,6.702,,,,0.0,6.702,,,,0.0,6.702,,,,0.0
6.704,,,,0.0,6.704,,,,0.0,6.704,,,,0.0,6.704,,,,0.0
6.706,,,,0.0,6.706,,,,0.0,6.706,,,,0.0,6.706,,,,0.0
6.708,,,,0.0,6.708,,,,0.0,6.708,,,,0.0,6.708,,,,0.0
6.710,0.45,0.12,-0.06,0.0,6.710,0.43,-0.09,0.11,0.0,6.710,0.48,0.12,0.04,0.0,6.710,0.47,0.12,0.07,0.0
6.712,,,,0.0,6.712,,,,0.0,6.712,,,,0.0,6.712,,,,0.0
6.714,,,,0.0,6.714,,,,0.0,6.714,,,,0.0,6.714,,,,0.0
6.716,,,,0.0,6.716,,,,0.0,6.716,,,,0.0,6.716,,,,0.0
6.718,,,,0.0,6.718,,,,0.0,6.718,,,,0.0,6.718,,,,0.0
6.720,0.45,0.12,1.13E-4,0.0,6.720,0.43,-0.09,0.05,0.0,6.720,0.48,0.12,-0.14,0.0,6.720,0.47,0.12,-0.05,0.0
6.722,,,,0.0,6.722,,,,0.0,6.722,,,,0.0,6.722,,,,0.0
6.724,,,,0.0,6.724,,,,0.0,6.724,,,,0.0,6.724,,,,0.0
6.726,,,,0.0,6.726,,,,0.0,6.726,,,,0.0,6.726,,,,0.0
6.728,,,,0.0,6.728,,,,0.0,6.728,,,,0.0,6.728,,,,0.0
6.730,0.45,0.13,-0.01,0.0,6.730,0.43,-0.09,0.02,0.0,6.730,0.48,0.11,-0.17,0.0,6.730,0.47,0.11,-0.07,0.0
6.732,,,,0.0,6.732,,,,0.0,6.732,,,,0.0,6.732,,,,0.0
6.734,,,,0.0,6.734,,,,0.0,6.734,,,,0.0,6.734,,,,0.0
6.736,,,,0.0,6.736,,,,0.0,6.736,,,,0.0,6.736,,,,0.0
6.738,,,,0.0,6.738,,,,0.0,6.738,,,,0.0,6.738,,,,0.0
6.740,0.46,0.12,0.02,0.0,6.740,0.43,-0.09,0.13,0.0,6.740,0.48,0.11,-0.05,0.0,6.740,0.47,0.11,0.05,0.0
6.742,,,,0.0,6.742,,,,0.0,6.742,,,,0.0,6.742,,,,0.0
6.744,,,,0.0,6.744,,,,0.0,6.744,,,,0.0,6.744,,,,0.0
6.746,,,,0.0,6.746,,,,0.0,6.746,,,,0.0,6.746,,,,0.0
6.748,,,,0.0,6.748,,,,0.0,6.748,,,,0.0,6.748,,,,0.0
6.750,0.46,0.12,0.14,0.0,6.750,0.43,-0.09,0.20,0.0,6.750,0.48,0.11,-0.04,0.0,6.750,0.48,0.12,0.07,0.0
6.752,,,,0.0,6.752,,,,0.0,6.752,,,,0.0,6.752,,,,0.0
6.754,,,,0.0,6.754,,,,0.0,6.754,,,,0.0,6.754,,,,0.0
6.756,,,,0.0,6.756,,,,0.0,6.756,,,,0.0,6.756,,,,0.0
6.758,,,,0.0,6.758,,,,0.0,6.758,,,,0.0,6.758,,,,0.0
6.760,0.46,0.13,0.19,0.0,6.760,0.43,-0.09,0.17,0.0,6.760,0.49,0.12,-0.11,0.0,6.760,0.48,0.12,-0.05,0.0
6.762,,,,0.0,6.762,,,,0.0,6.762,,,,0.0,6.762,,,,0.0
6.764,,,,0.0,6.764,,,,0.0,6.764,,,,0.0,6.764,,,,0.0
6.766,,,,0.0,6.766,,,,0.0,6.766,,,,0.0,6.766,,,,0.0
6.768,,,,0.0,6.768,,,,0.0,6.768,,,,0.0,6.768,,,,0.0
6.770,0.46,0.13,-0.01,0.0,6.770,0.42,-0.09,0.06,0.0,6.770,0.49,0.11,-0.07,0.0,6.770,0.48,0.11,-0.08,0.0
6.772,,,,0.0,6.772,,,,0.0,6.772,,,,0.0,6.772,,,,0.0
6.774,,,,0.0,6.774,,,,0.0,6.774,,,,0.0,6.774,,,,0.0
6.776,,,,0.0,6.776,,,,0.0,6.776,,,,0.0,6.776,,,,0.0
6.778,,,,0.0,6.778,,,,0.0,6.778,,,,0.0,6.778,,,,0.0
6.780,0.46,0.13,-0.22,0.0,6.780,0.42,-0.09,-0.01,0.0,6.780,0.49,0.11,0.04,0.0,6.780,0.48,0.11,0.07,0.0
6.782,,,,0.0,6.782,,,,0.0,6.782,,,,0.0,6.782,,,,0.0
6.784,,,,0.0,6.784,,,,0.0,6.784,,,,0.0,6.784,,,,0.0
6.786,,,,0.0,6.786,,,,0.0,6.786,,,,0.0,6.786,,,,0.0
6.788,,,,0.0,6.788,,,,0.0,6.788,,,,0.0,6.788,,,,0.0
6.790,0.46,0.12,-0.12,0.0,6.790,0.42,-0.09,0.02,0.0,6.790,0.49,0.11,0.12,0.0,6.790,0.48,0.12,0.20,0.0
6.792,,,,0.0,6.792,,,,0.0,6.792,,,,0.0,6.792,,,,0.0
6.794,,,,0.0,6.794,,,,0.0,6.794,,,,0.0,6.794,,,,0.0
6.796,,,,0.0,6.796,,,,0.0,6.796,,,,0.0,6.796,,,,0.0
6.798,,,,0.0,6.798,,,,0.0,6.798,,,,0.0,6.798,,,,0.0
6.800,0.46,0.12,1.13E-4,0.0,6.800,0.42,-0.09,0.13,0.0,6.800,0.49,0.11,0.04,0.0,6.800,0.48,0.12,0.17,0.0
6.802,,,,0.0,6.802,,,,0.0,6.802,,,,0.0,6.802,,,,0.0
6.804,,,,0.0,6.804,,,,0.0,6.804,,,,0.0,6.804,,,,0.0
6.806,,,,0.0,6.806,,,,0.0,6.806,,,,0.0,6.806,,,,0.0
6.808,,,,0.0,6.808,,,,0.0,6.808,,,,0.0,6.808,,,,0.0
6.810,0.46,0.13,-0.01,0.0,6.810,0.42,-0.08,0.20,0.0,6.810,0.49,0.12,-0.07,0.0,6.810,0.48,0.12,0.06,0.0
6.812,,,,0.0,6.812,,,,0.0,6.812,,,,0.0,6.812,,,,0.0
6.814,,,,0.0,6.814,,,,0.0,6.814,,,,0.0,6.814,,,,0.0
6.816,,,,0.0,6.816,,,,0.0,6.816,,,,0.0,6.816,,,,0.0
6.818,,,,0.0,6.818,,,,0.0,6.818,,,,0.0,6.818,,,,0.0
6.820,0.47,0.12,0.04,0.0,6.820,0.42,-0.08,0.17,0.0,6.820,0.49,0.11,-0.22,0.0,6.820,0.48,0.12,-2.78E-15,0.0
6.822,,,,0.0,6.822,,,,0.0,6.822,,,,0.0,6.822,,,,0.0
6.824,,,,0.0,6.824,,,,0.0,6.824,,,,0.0,6.824,,,,0.0
6.826,,,,0.0,6.826,,,,0.0,6.826,,,,0.0,6.826,,,,0.0
6.828,,,,0.0,6.828,,,,0.0,6.828,,,,0.0,6.828,,,,0.0
6.830,0.47,0.12,0.12,0.0,6.830,0.42,-0.08,0.05,0.0,6.830,0.49,0.11,-0.86,0.0,6.830,0.49,0.12,-9.02E-14,0.0
6.832,,,,0.0,6.832,,,,0.0,6.832,,,,0.0,6.832,,,,0.0
6.834,,,,0.0,6.834,,,,0.0,6.834,,,,0.0,6.834,,,,0.0
6.836,,,,0.0,6.836,,,,0.0,6.836,,,,0.0,6.836,,,,0.0
6.838,,,,0.0,6.838,,,,0.0,6.838,,,,0.0,6.838,,,,0.0
6.840,0.47,0.13,0.05,0.0,6.840,0.42,-0.08,0.04,0.0,6.840,0.49,0.10,-2.27,0.1,6.840,0.49,0.12,-1.78E-13,0.0
6.842,,,,0.0,6.842,,,,0.0,6.842,,,,0.3,6.842,,,,0.0
6.844,,,,0.0,6.844,,,,0.0,6.844,,,,0.4,6.844,,,,0.0
6.846,,,,0.0,6.846,,,,0.0,6.846,,,,0.7,6.846,,,,0.0
6.848,,,,0.0,6.848,,,,0.0,6.848,,,,0.8,6.848,,,,0.0
6.850,0.47,0.13,-0.18,0.0,6.850,0.42,-0.08,0.10,0.0,6.850,0.50,0.07,-4.05,1.1,6.850,0.49,0.12,-2.24E-13,0.0
6.852,,,,0.0,6.852,,,,0.0,6.852,,,,1.5,6.852,,,,0.0
6.854,,,,0.0,6.854,,,,0.0,6.854,,,,1.6,6.854,,,,0.0
6.856,,,,0.0,6.856,,,,0.0,6.856,,,,1.8,6.856,,,,0.0
6.858,,,,0.0,6.858,,,,0.0,6.858,,,,1.9,6.858,,,,0.0
6.860,0.47,0.12,-0.29,0.0,6.860,0.42,-0.08,0.10,0.0,6.860,0.50,0.02,-4.99,1.9,6.860,0.49,0.12,-2.74E-13,0.0
6.862,,,,0.0,6.862,,,,0.0,6.862,,,,2.0,6.862,,,,0.0
6.864,,,,0.0,6.864,,,,0.0,6.864,,,,2.0,6.864,,,,0.0
6.866,,,,0.0,6.866,,,,0.0,6.866,,,,1.9,6.866,,,,0.0
6.868,,,,0.0,6.868,,,,0.0,6.868,,,,1.8,6.868,,,,0.0
6.870,0.47,0.12,-0.08,0.0,6.870,0.42,-0.08,0.08,0.0,6.870,0.50,-0.04,-4.38,1.7,6.870,0.49,0.12,-1.42E-13,0.0
6.872,,,,0.0,6.872,,,,0.0,6.872,,,,1.6,6.872,,,,0.0
6.874,,,,0.0,6.874,,,,0.0,6.874,,,,1.3,6.874,,,,0.0
6.876,,,,0.0,6.876,,,,0.0,6.876,,,,1.1,6.876,,,,0.0
6.878,,,,0.0,6.878,,,,0.0,6.878,,,,0.9,6.878,,,,0.0
6.880,0.47,0.12,0.10,0.0,6.880,0.42,-0.08,0.13,0.0,6.880,0.49,-0.08,-2.74,0.6,6.880,0.49,0.12,0.01,0.0
6.882,,,,0.0,6.882,,,,0.0,6.882,,,,0.3,6.882,,,,0.0
6.884,,,,0.0,6.884,,,,0.0,6.884,,,,0.1,6.884,,,,0.0
6.886,,,,0.0,6.886,,,,0.0,6.886,,,,0.0,6.886,,,,0.0
6.888,,,,0.0,6.888,,,,0.0,6.888,,,,-0.1,6.888,,,,0.0
